Target  ▾	RA	DEC	Sp. Type	T_eff [K]	B [mag]	V [mag]	G [mag]	Dist [pc]	Explore data	Data products (ascii)	Data products (csv)
HIP9398	02:00:47.5369	-45:50:31.747	K5.5V	N/A	11.790	10.680	10.157	41.65	GLS Plot	HIP9398_harps_all-data_v1.dat	HIP9398_harps_all-data_v1.csv
HIP948	00:11:41.6469	-39:13:47.808	K5V	N/A	10.990	9.910	9.558	34.89	GLS Plot	HIP948_harps_all-data_v1.dat	HIP948_harps_all-data_v1.csv
HIP95903	19:30:13.6966	-54:56:19.466	M0V	N/A	12.666	11.296	10.691	40.96	GLS Plot	HIP95903_harps_all-data_v1.dat	HIP95903_harps_all-data_v1.csv
HIP9603	02:03:30.2312	-04:54:41.259	K7V	4030.1	12.380	11.104	10.390	28.02	GLS Plot	HIP9603_harps_all-data_v1.dat	HIP9603_harps_all-data_v1.csv
HIP96101	19:32:20.7826	-23:51:12.757	F0	5920.0	10.600	10.600	10.487	714.75	GLS Plot	HIP96101_harps_all-data_v1.dat	HIP96101_harps_all-data_v1.csv
HIP96240	19:34:09.8266	-23:00:59.668	K3V	4876.0	11.130	10.070	9.790	49.52	GLS Plot	HIP96240_harps_all-data_v1.dat	HIP96240_harps_all-data_v1.csv
HIP9786	02:05:48.5541	-30:10:35.900	M2.5+V	N/A	13.857	12.167	11.045	9.37	GLS Plot	HIP9786_harps_all-data_v1.dat	HIP9786_harps_all-data_v1.csv
HIP98105	19:56:15.9400	-52:58:16.237	M0V	4258.8	12.220	10.610	10.004	31.83	GLS Plot	HIP98105_harps_all-data_v1.dat	HIP98105_harps_all-data_v1.csv
HIP98470	20:00:20.2490	-33:42:12.427	F7V	N/A	6.150	5.660	5.508	22.03	GLS Plot	HIP98470_harps_all-data_v1.dat	HIP98470_harps_all-data_v1.csv
HIP99273	20:09:05.2158	-26:13:26.520	F5V	6450.5	7.620	7.180	7.060	50.14	GLS Plot	HIP99273_harps_all-data_v1.dat	HIP99273_harps_all-data_v1.csv
HIP99385	20:10:19.5710	-20:29:36.369	K6Vk	N/A	10.191	8.901	8.370	15.80	GLS Plot	HIP99385_harps_all-data_v1.dat	HIP99385_harps_all-data_v1.csv
HIP99695	20:13:49.8026	-47:36:54.837	K0V	4985.2	10.340	9.500	9.225	44.32	GLS Plot	HIP99695_harps_all-data_v1.dat	HIP99695_harps_all-data_v1.csv
K2-132	12:08:39.9335	-08:44:49.846	N/A	4869.7	12.934	11.897	11.640	620.42	GLS Plot	K2-132_harps_all-data_v1.dat	K2-132_harps_all-data_v1.csv
K2-138	23:15:47.7685	-10:50:58.897	N/A	5110.2	13.010	12.210	12.025	203.75	GLS Plot	K2-138_harps_all-data_v1.dat	K2-138_harps_all-data_v1.csv
K2-140	12:32:32.9632	-09:36:27.495	G5	5485.0	13.350	12.620	12.481	351.21	GLS Plot	K2-140_harps_all-data_v1.dat	K2-140_harps_all-data_v1.csv
K2-27	11:26:03.6414	+01:13:50.663	N/A	5104.5	13.510	12.640	12.453	251.43	GLS Plot	K2-27_harps_all-data_v1.dat	K2-27_harps_all-data_v1.csv
K2-32	16:49:42.2601	-19:32:34.150	N/A	5010.0	13.280	12.310	12.004	158.39	GLS Plot	K2-32_harps_all-data_v1.dat	K2-32_harps_all-data_v1.csv
TYC1405-1421-1	09:21:46.8433	+18:28:10.347	N/A	5680.8	11.950	11.120	11.115	176.93	GLS Plot	TYC1405-1421-1_harps_all-data_v1.dat	TYC1405-1421-1_harps_all-data_v1.csv
TYC1472-1436-2	14:15:39.667	+19:10:56.44	N/A	N/A	nan	nan	nan	nan	GLS Plot	TYC1472-1436-2_harps_all-data_v1.dat	TYC1472-1436-2_harps_all-data_v1.csv
TYC15-882-1	00:59:30.2608	+04:13:40.252	N/A	5777.0	12.150	11.810	11.599	303.21	GLS Plot	TYC15-882-1_harps_all-data_v1.dat	TYC15-882-1_harps_all-data_v1.csv
TYC1800-2170-1	03:47:48.1176	+23:13:05.115	G7V	5332.0	11.900	11.200	10.943	136.64	GLS Plot	TYC1800-2170-1_harps_all-data_v1.dat	TYC1800-2170-1_harps_all-data_v1.csv
TYC2-1155-1	00:15:50.8077	+01:12:01.586	N/A	5925.3	12.060	11.260	11.409	278.17	GLS Plot	TYC2-1155-1_harps_all-data_v1.dat	TYC2-1155-1_harps_all-data_v1.csv
TYC211-706-1	08:44:25.7032	+01:51:36.106	N/A	5219.1	11.640	10.830	10.575	100.88	GLS Plot	TYC211-706-1_harps_all-data_v1.dat	TYC211-706-1_harps_all-data_v1.csv
TYC22-1354-1	01:05:51.4344	+04:54:33.937	N/A	6250.0	7.680	7.210	nan	nan	GLS Plot	TYC22-1354-1_harps_all-data_v1.dat	TYC22-1354-1_harps_all-data_v1.csv
TYC281-875-1	12:19:36.0869	+00:58:06.203	K0V	5183.4	12.450	11.330	11.327	135.10	GLS Plot	TYC281-875-1_harps_all-data_v1.dat	TYC281-875-1_harps_all-data_v1.csv
TYC339-329-1	15:08:51.7366	+02:20:35.964	F8-9	6138.0	12.000	11.220	11.394	325.06	GLS Plot	TYC339-329-1_harps_all-data_v1.dat	TYC339-329-1_harps_all-data_v1.csv
TYC459-1288-1	18:41:17.2143	+06:31:50.919	N/A	N/A	12.890	11.800	11.878	419.76	GLS Plot	TYC459-1288-1_harps_all-data_v1.dat	TYC459-1288-1_harps_all-data_v1.csv
TYC4682-800-1	01:16:31.3621	-00:17:24.177	N/A	5095.6	13.390	11.950	11.776	160.40	GLS Plot	TYC4682-800-1_harps_all-data_v1.dat	TYC4682-800-1_harps_all-data_v1.csv
TYC4851-299-1	08:13:34.1536	-01:58:57.985	N/A	6167.0	11.220	10.680	10.913	255.80	GLS Plot	TYC4851-299-1_harps_all-data_v1.dat	TYC4851-299-1_harps_all-data_v1.csv
TYC4858-1263-1	08:04:33.9014	-05:55:07.569	N/A	6549.0	12.720	12.610	12.461	487.50	GLS Plot	TYC4858-1263-1_harps_all-data_v1.dat	TYC4858-1263-1_harps_all-data_v1.csv
TYC4873-651-1	08:59:10.1107	-04:01:36.503	F3	N/A	10.114	9.648	9.498	111.17	GLS Plot	TYC4873-651-1_harps_all-data_v1.dat	TYC4873-651-1_harps_all-data_v1.csv
TYC4874-1474-1	08:31:21.860	-06:02:01.31	N/A	N/A	12.030	11.110	nan	nan	GLS Plot	TYC4874-1474-1_harps_all-data_v1.dat	TYC4874-1474-1_harps_all-data_v1.csv
TYC4890-625-1	09:00:34.081	-06:55:46.72	N/A	N/A	12.890	12.410	nan	nan	GLS Plot	TYC4890-625-1_harps_all-data_v1.dat	TYC4890-625-1_harps_all-data_v1.csv
TYC4916-897-1	10:42:11.4175	-03:50:13.041	N/A	5496.0	11.890	11.050	11.067	162.11	GLS Plot	TYC4916-897-1_harps_all-data_v1.dat	TYC4916-897-1_harps_all-data_v1.csv
TYC4927-1063-1	11:05:43.1363	-05:04:45.941	F9	6060.0	12.040	11.210	11.366	355.68	GLS Plot	TYC4927-1063-1_harps_all-data_v1.dat	TYC4927-1063-1_harps_all-data_v1.csv
TYC4940-797-1	12:18:50.6897	-00:09:23.427	G1V	5863.0	12.120	11.650	11.489	251.38	GLS Plot	TYC4940-797-1_harps_all-data_v1.dat	TYC4940-797-1_harps_all-data_v1.csv
TYC4943-1016-1	12:16:38.5385	-04:33:26.810	N/A	6342.8	11.920	11.630	11.360	302.23	GLS Plot	TYC4943-1016-1_harps_all-data_v1.dat	TYC4943-1016-1_harps_all-data_v1.csv
TYC4947-834-1	12:27:29.5848	-06:43:18.766	N/A	5161.2	12.050	10.980	10.786	102.85	GLS Plot	TYC4947-834-1_harps_all-data_v1.dat	TYC4947-834-1_harps_all-data_v1.csv
TYC4948-327-1	12:30:44.5348	-01:13:18.325	N/A	6090.8	12.360	12.030	12.152	451.61	GLS Plot	TYC4948-327-1_harps_all-data_v1.dat	TYC4948-327-1_harps_all-data_v1.csv
TYC5126-2775-1	18:51:10.1383	-06:15:48.685	K2II-III	4126.1	12.996	11.493	10.935	nan	GLS Plot	TYC5126-2775-1_harps_all-data_v1.dat	TYC5126-2775-1_harps_all-data_v1.csv
TYC5204-993-1	21:01:58.6409	-06:19:07.476	M2.5V	N/A	12.748	11.276	10.173	14.46	GLS Plot	TYC5204-993-1_harps_all-data_v1.dat	TYC5204-993-1_harps_all-data_v1.csv
TYC5290-462-1	02:54:45.1342	-10:53:53.026	G9V	5434.0	12.430	11.440	11.552	185.82	GLS Plot	TYC5290-462-1_harps_all-data_v1.dat	TYC5290-462-1_harps_all-data_v1.csv
TYC534-2183-1	21:05:56.3828	+04:25:40.788	M2.5Ve	3753.0	13.688	12.195	11.176	27.02	GLS Plot	TYC534-2183-1_harps_all-data_v1.dat	TYC534-2183-1_harps_all-data_v1.csv
TYC5434-3430-1	08:10:32.3265	-12:46:06.991	N/A	4993.6	12.020	10.950	10.864	1386.58	GLS Plot	TYC5434-3430-1_harps_all-data_v1.dat	TYC5434-3430-1_harps_all-data_v1.csv
TYC5839-876-1	00:18:24.7008	-15:16:02.277	G0	5726.9	11.620	11.300	10.993	254.50	GLS Plot	TYC5839-876-1_harps_all-data_v1.dat	TYC5839-876-1_harps_all-data_v1.csv
TYC5889-271-1	04:15:01.5043	-22:06:59.103	F8	6316.5	12.650	11.960	12.188	771.13	GLS Plot	TYC5889-271-1_harps_all-data_v1.dat	TYC5889-271-1_harps_all-data_v1.csv
TYC5965-749-1	07:17:43.0358	-15:37:32.156	N/A	4806.6	12.100	11.090	10.800	1067.69	GLS Plot	TYC5965-749-1_harps_all-data_v1.dat	TYC5965-749-1_harps_all-data_v1.csv
TYC6051-445-1	09:41:45.8053	-20:31:52.420	N/A	6578.0	11.310	10.670	10.797	288.08	GLS Plot	TYC6051-445-1_harps_all-data_v1.dat	TYC6051-445-1_harps_all-data_v1.csv
TYC6121-11-1	13:34:29.1154	-15:02:10.633	N/A	5357.5	13.010	12.400	12.254	243.80	GLS Plot	TYC6121-11-1_harps_all-data_v1.dat	TYC6121-11-1_harps_all-data_v1.csv
TYC6170-95-1	15:12:59.5618	-16:43:28.199	N/A	5256.0	12.355	11.577	11.402	324.22	GLS Plot	TYC6170-95-1_harps_all-data_v1.dat	TYC6170-95-1_harps_all-data_v1.csv
TYC6224-870-1	16:36:06.0869	-19:44:40.731	N/A	4446.0	12.900	12.290	11.773	212.91	GLS Plot	TYC6224-870-1_harps_all-data_v1.dat	TYC6224-870-1_harps_all-data_v1.csv
TYC6244-604-1	17:08:19.6132	-20:51:22.102	N/A	5293.9	12.110	10.960	11.035	115.92	GLS Plot	TYC6244-604-1_harps_all-data_v1.dat	TYC6244-604-1_harps_all-data_v1.csv
TYC6283-1022-1	19:11:47.3130	-16:32:48.629	N/A	5775.0	11.760	11.150	11.004	309.07	GLS Plot	TYC6283-1022-1_harps_all-data_v1.dat	TYC6283-1022-1_harps_all-data_v1.csv
TYC6296-1176-1	19:16:08.7870	-15:24:28.009	FV	5815.7	12.100	11.810	11.414	306.96	GLS Plot	TYC6296-1176-1_harps_all-data_v1.dat	TYC6296-1176-1_harps_all-data_v1.csv
TYC6296-1341-1	19:16:55.7379	-16:03:21.925	N/A	5859.7	11.670	10.790	11.112	309.96	GLS Plot	TYC6296-1341-1_harps_all-data_v1.dat	TYC6296-1341-1_harps_all-data_v1.csv
TYC6296-1556-1	19:17:04.3393	-16:23:18.592	N/A	6013.5	11.900	11.060	10.939	318.21	GLS Plot	TYC6296-1556-1_harps_all-data_v1.dat	TYC6296-1556-1_harps_all-data_v1.csv
TYC6296-181-1	19:15:42.6910	-16:33:05.099	N/A	5820.7	11.770	11.290	11.387	295.17	GLS Plot	TYC6296-181-1_harps_all-data_v1.dat	TYC6296-181-1_harps_all-data_v1.csv
TYC6296-1857-1	19:17:21.7183	-15:35:59.284	N/A	5798.7	11.650	11.070	10.983	264.50	GLS Plot	TYC6296-1857-1_harps_all-data_v1.dat	TYC6296-1857-1_harps_all-data_v1.csv
TYC6296-303-1	19:15:18.9716	-16:39:24.458	N/A	N/A	11.990	11.940	11.432	310.94	GLS Plot	TYC6296-303-1_harps_all-data_v1.dat	TYC6296-303-1_harps_all-data_v1.csv
TYC6296-478-1	19:14:28.1636	-16:20:02.343	N/A	5458.3	12.320	11.850	12.177	314.96	GLS Plot	TYC6296-478-1_harps_all-data_v1.dat	TYC6296-478-1_harps_all-data_v1.csv
TYC6296-483-1	19:15:29.8188	-15:51:04.786	N/A	5786.0	11.720	11.240	11.204	315.11	GLS Plot	TYC6296-483-1_harps_all-data_v1.dat	TYC6296-483-1_harps_all-data_v1.csv
TYC6296-654-1	19:15:45.1158	-16:23:15.764	N/A	5758.0	11.960	11.490	11.645	312.90	GLS Plot	TYC6296-654-1_harps_all-data_v1.dat	TYC6296-654-1_harps_all-data_v1.csv
TYC6300-257-1	19:16:36.7302	-17:13:10.159	N/A	5558.0	13.370	12.300	12.091	307.50	GLS Plot	TYC6300-257-1_harps_all-data_v1.dat	TYC6300-257-1_harps_all-data_v1.csv
TYC6300-98-1	19:15:12.5980	-17:05:12.164	N/A	5924.0	11.710	11.130	10.911	294.64	GLS Plot	TYC6300-98-1_harps_all-data_v1.dat	TYC6300-98-1_harps_all-data_v1.csv
TYC6360-482-1	21:26:28.3175	-16:05:23.867	N/A	5858.5	12.460	11.850	11.725	269.61	GLS Plot	TYC6360-482-1_harps_all-data_v1.dat	TYC6360-482-1_harps_all-data_v1.csv
TYC6430-1245-1	02:10:58.3385	-23:38:44.984	N/A	5689.3	11.628	11.040	10.813	164.74	GLS Plot	TYC6430-1245-1_harps_all-data_v1.dat	TYC6430-1245-1_harps_all-data_v1.csv
TYC6484-222-1	05:30:35.0957	-27:40:17.266	N/A	5076.6	12.890	11.850	11.595	1848.77	GLS Plot	TYC6484-222-1_harps_all-data_v1.dat	TYC6484-222-1_harps_all-data_v1.csv
TYC6604-547-1	09:54:52.8928	-23:19:55.740	N/A	6411.7	11.140	10.710	10.521	277.28	GLS Plot	TYC6604-547-1_harps_all-data_v1.dat	TYC6604-547-1_harps_all-data_v1.csv
TYC6609-79-1	09:36:51.2572	-27:11:44.782	N/A	4934.1	12.100	11.189	10.925	1282.38	GLS Plot	TYC6609-79-1_harps_all-data_v1.dat	TYC6609-79-1_harps_all-data_v1.csv
TYC6609-880-1	09:36:57.3397	-26:36:07.257	N/A	6119.5	12.570	12.550	12.314	594.78	GLS Plot	TYC6609-880-1_harps_all-data_v1.dat	TYC6609-880-1_harps_all-data_v1.csv
TYC6622-794-1	10:17:05.0796	-25:16:34.556	N/A	5480.3	12.760	11.970	12.278	346.88	GLS Plot	TYC6622-794-1_harps_all-data_v1.dat	TYC6622-794-1_harps_all-data_v1.csv
TYC6627-950-1	10:24:23.4309	-27:05:31.397	N/A	N/A	11.817	11.304	11.174	292.52	GLS Plot	TYC6627-950-1_harps_all-data_v1.dat	TYC6627-950-1_harps_all-data_v1.csv
TYC6646-1539-1	10:45:00.9564	-28:24:34.143	N/A	5887.4	nan	nan	10.907	269.94	GLS Plot	TYC6646-1539-1_harps_all-data_v1.dat	TYC6646-1539-1_harps_all-data_v1.csv
TYC6716-330-1	13:49:41.0686	-23:43:49.481	N/A	5408.8	12.270	11.320	11.383	170.30	GLS Plot	TYC6716-330-1_harps_all-data_v1.dat	TYC6716-330-1_harps_all-data_v1.csv
TYC6764-1356-1	15:31:59.4629	-23:20:34.938	N/A	6326.5	12.750	11.980	12.585	741.23	GLS Plot	TYC6764-1356-1_harps_all-data_v1.dat	TYC6764-1356-1_harps_all-data_v1.csv
TYC6822-2535-1	16:55:06.2599	-28:42:19.716	N/A	4935.3	11.150	10.340	9.867	240.18	GLS Plot	TYC6822-2535-1_harps_all-data_v1.dat	TYC6822-2535-1_harps_all-data_v1.csv
TYC6871-1581-1	18:45:57.9753	-28:54:53.235	N/A	5424.5	11.940	11.490	11.061	201.45	GLS Plot	TYC6871-1581-1_harps_all-data_v1.dat	TYC6871-1581-1_harps_all-data_v1.csv
TYC6887-2075-1	19:17:30.4440	-29:02:57.379	N/A	5388.5	12.620	12.210	12.038	303.23	GLS Plot	TYC6887-2075-1_harps_all-data_v1.dat	TYC6887-2075-1_harps_all-data_v1.csv
