ARCFILE,Object,RA,DEC,Filter,ABMAGLIM,Wavelength,SNR,R (&lambda;/&delta;&lambda;),Product category,Instrument,Date Obs,Exptime,Collection,Product version,Run/Program ID,ORIGFILE,REFERENC
ADP.2014-10-02T10:03:44.673,IC4651No7646,261.17036,-49.98566,,,378.194..691.345,31.6,115000,SCIENCE.SPECTRUM,HARPS,2005-04-02T07:42:03.896,600.0,HARPS,1,075.C-0140(A),HARPS.2005-04-02T07:42:03.898_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-02T09:59:25.183,IC4651No7646,261.1707,-49.98531,,,378.167..691.303,19.8,115000,SCIENCE.SPECTRUM,HARPS,2005-05-31T03:51:05.986,600.0,HARPS,1,075.C-0140(A),HARPS.2005-05-31T03:51:05.988_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-02T10:01:08.897,IC4651No7646,261.17115,-49.98605,,,378.180..691.322,31.3,115000,SCIENCE.SPECTRUM,HARPS,2005-05-09T05:05:01.353,599.98,HARPS,1,075.C-0140(A),HARPS.2005-05-09T05:05:01.354_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2018-09-03T01:01:50.567,IC4651No7646,261.171512,-49.98558,,,378.154..691.222,30.2,115000,SCIENCE.SPECTRUM,HARPS,2018-09-02T01:56:13.640,650.0,HARPS,1,0101.C-0274(A),HARPS.2018-09-02T01:56:13.640_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-10-02T10:02:07.527,IC4651No7646,261.17181,-49.98583,,,378.191..691.349,34.9,115000,SCIENCE.SPECTRUM,HARPS,2005-03-20T08:36:05.403,599.98,HARPS,1,075.C-0140(A),HARPS.2005-03-20T08:36:05.404_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2018-06-15T01:02:27.203,IC4651No7646,261.17229,-49.98411,,,378.188..691.282,28.7,115000,SCIENCE.SPECTRUM,HARPS,2018-06-14T07:05:42.646,650.0,HARPS,1,0101.C-0274(A),HARPS.2018-06-14T07:05:42.648_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-10-07T08:34:04.010,IC4651No7646,261.172323,-49.98702,,,378.192..691.349,39.4,115000,SCIENCE.SPECTRUM,HARPS,2014-03-19T09:16:18.170,900.0,HARPS,1,092.C-0282(A),HARPS.2014-03-19T09:16:18.170_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-07T08:34:16.727,IC4651No7646,261.172366,-49.98717,,,378.192..691.349,34.3,115000,SCIENCE.SPECTRUM,HARPS,2014-03-18T09:22:39.490,900.0,HARPS,1,092.C-0282(A),HARPS.2014-03-18T09:22:39.490_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-07T08:35:23.657,IC4651No7646,261.172406,-49.9874,,,378.193..691.349,36.9,115000,SCIENCE.SPECTRUM,HARPS,2014-03-17T08:59:30.953,900.0,HARPS,1,092.C-0282(A),HARPS.2014-03-17T08:59:30.953_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-16T11:07:54.253,IC4651No7646,261.17291,-49.98545,,,378.121..691.226,25.1,115000,SCIENCE.SPECTRUM,HARPS,2006-09-04T01:26:23.790,320.7,HARPS,1,076.C-0429(A),HARPS.2006-09-04T01:26:23.790_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-02T09:59:30.207,IC4651No7646,261.17326,-49.98351,,,378.179..691.322,37.1,115000,SCIENCE.SPECTRUM,HARPS,2005-05-10T03:48:07.546,900.0,HARPS,1,075.C-0140(A),HARPS.2005-05-10T03:48:07.546_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-17T11:20:00.640,IC4651No7646,261.17336,-49.98604,,,378.184..691.342,29.1,115000,SCIENCE.SPECTRUM,HARPS,2007-04-10T07:41:17.640,364.5,HARPS,1,079.C-0329(A),HARPS.2007-04-10T07:41:17.640_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-06T10:06:30.140,IC4651No7646,261.173458,-49.9861,,,378.127..691.227,19.6,115000,SCIENCE.SPECTRUM,HARPS,2013-08-31T00:42:51.426,800.0,HARPS,1,091.C-0438(A),HARPS.2013-08-31T00:42:51.426_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-23T11:01:56.217,IC4651No7646,261.17397,-49.9861,,,378.134..691.263,31.9,115000,SCIENCE.SPECTRUM,HARPS,2009-07-09T01:46:03.186,600.0,HARPS,1,083.C-0413(A),HARPS.2009-07-09T01:46:03.187_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-17T11:24:25.747,IC4651No7646,261.17408,-49.98561,,,378.160..691.297,13.5,115000,SCIENCE.SPECTRUM,HARPS,2007-06-05T04:57:50.160,300.0,HARPS,1,079.C-0329(A),HARPS.2007-06-05T04:57:50.161_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-23T11:02:04.563,IC4651No7646,261.1741,-49.98571,,,378.155..691.293,22.4,115000,SCIENCE.SPECTRUM,HARPS,2009-06-08T04:12:57.296,600.0,HARPS,1,083.C-0413(A),HARPS.2009-06-08T04:12:57.295_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-16T11:06:21.100,IC4651No7646,261.17424,-49.98489,,,378.132..691.244,12.3,115000,SCIENCE.SPECTRUM,HARPS,2006-07-31T02:15:11.056,900.0,HARPS,1,076.C-0429(A),HARPS.2006-07-31T02:15:11.057_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-18T12:14:58.453,IC4651No7646,261.17458,-49.98447,,,378.190..691.346,25.3,115000,SCIENCE.SPECTRUM,HARPS,2008-03-29T08:32:55.326,300.0,HARPS,1,080.C-0071(A),HARPS.2008-03-29T08:32:55.326_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-24T09:43:18.963,E12,261.17481,-49.98643,,,378.182..691.379,32.7,80000,SCIENCE.SPECTRUM,HARPS,2010-03-15T09:14:14.376,328.0,HARPS,1,084.C-0228(C),HARPS.2010-03-15T09:14:14.375_s1d_A_DRS_EGGS_3.5_ESOSDP.fits,
ADP.2014-09-23T11:05:53.193,IC4651No7646,261.17485,-49.98566,,,378.124..691.244,40.6,115000,SCIENCE.SPECTRUM,HARPS,2009-07-30T02:03:33.600,600.0,HARPS,1,083.C-0413(A),HARPS.2009-07-30T02:03:33.600_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-17T11:22:37.510,IC4651No7646,261.17514,-49.98427,,,378.124..691.228,22.3,115000,SCIENCE.SPECTRUM,HARPS,2007-08-30T00:53:07.906,239.3,HARPS,1,079.C-0329(A),HARPS.2007-08-30T00:53:07.907_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-06T10:06:06.793,IC4651No7646,261.175211,-49.98614,,,378.138..691.237,29.4,115000,SCIENCE.SPECTRUM,HARPS,2013-08-10T23:11:32.220,1200.0,HARPS,1,091.C-0438(A),HARPS.2013-08-10T23:11:32.220_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-17T11:21:46.250,IC4651No7646,261.1754,-49.9851,,,378.169..691.321,23.8,115000,SCIENCE.SPECTRUM,HARPS,2007-05-10T08:20:36.383,300.0,HARPS,1,079.C-0329(A),HARPS.2007-05-10T08:20:36.382_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-17T11:20:37.160,IC4651No7646,261.17546,-49.98383,,,378.129..691.239,24.5,115000,SCIENCE.SPECTRUM,HARPS,2007-08-07T02:51:02.456,364.5,HARPS,1,079.C-0329(A),HARPS.2007-08-07T02:51:02.458_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2018-03-25T01:02:04.069,IC4651No7646,261.17553,-49.9853,,,378.219..691.342,37.7,115000,SCIENCE.SPECTRUM,HARPS,2018-03-24T07:21:42.673,650.0,HARPS,1,0100.C-0888(A),HARPS.2018-03-24T07:21:42.672_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-09-23T11:04:52.273,IC4651No7646,261.17583,-49.9851,,,378.172..691.332,33.4,115000,SCIENCE.SPECTRUM,HARPS,2009-04-25T08:50:56.326,600.0,HARPS,1,083.C-0413(A),HARPS.2009-04-25T08:50:56.326_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-18T12:17:11.873,IC4651No7646,261.17583,-49.98351,,,378.146..691.276,28.3,115000,SCIENCE.SPECTRUM,HARPS,2008-06-25T04:19:28.266,364.5,HARPS,1,081.C-0119(A),HARPS.2008-06-25T04:19:28.265_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-23T11:02:08.123,IC4651No7646,261.17612,-49.9858,,,378.176..691.341,38.0,115000,SCIENCE.SPECTRUM,HARPS,2009-04-14T07:02:23.870,600.0,HARPS,1,083.C-0413(A),HARPS.2009-04-14T07:02:23.870_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-17T11:21:14.170,IC4651No7646,261.17614,-49.98363,,,378.139..691.262,18.6,115000,SCIENCE.SPECTRUM,HARPS,2007-07-10T04:34:43.730,364.5,HARPS,1,079.C-0329(A),HARPS.2007-07-10T04:34:43.731_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-18T12:10:47.533,IC4651No7646,261.17702,-49.98387,,,378.181..691.341,15.3,115000,SCIENCE.SPECTRUM,HARPS,2008-04-12T09:29:37.466,273.4,HARPS,1,081.C-0119(A),HARPS.2008-04-12T09:29:37.465_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-23T11:04:11.690,IC4651No7646,261.17784,-49.98405,,,378.186..691.347,35.0,115000,SCIENCE.SPECTRUM,HARPS,2009-03-24T07:21:29.553,600.0,HARPS,1,082.C-0333(A),HARPS.2009-03-24T07:21:29.553_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-18T12:17:32.300,IC4651No7646,261.17836,-49.98482,,,378.159..691.302,10.1,115000,SCIENCE.SPECTRUM,HARPS,2008-05-29T09:14:18.933,500.0,HARPS,1,081.C-0119(A),HARPS.2008-05-29T09:14:18.932_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-16T11:07:46.907,IC4651No7646,261.1807,-49.98538,,,378.144..691.266,22.7,115000,SCIENCE.SPECTRUM,HARPS,2006-07-05T03:36:36.826,182.3,HARPS,1,076.C-0429(A),HARPS.2006-07-05T03:36:36.828_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2023-08-12T01:01:42.968,IC4651No9122,261.20305,-49.94965,,,378.226..691.231,12.3,115000,SCIENCE.SPECTRUM,HARPS,2023-08-11T00:11:11.956,800.0,HARPS,1,111.2504.001,HARPS.2023-08-11T00:11:11.955_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-10-02T10:01:55.667,IC4651No9025,261.2035,-49.9576,,,378.166..691.303,13.4,115000,SCIENCE.SPECTRUM,HARPS,2005-05-31T04:13:51.153,600.0,HARPS,1,075.C-0140(A),HARPS.2005-05-31T04:13:51.154_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-02T10:02:06.350,IC4651No9025,261.20373,-49.95789,,,378.192..691.345,27.4,115000,SCIENCE.SPECTRUM,HARPS,2005-04-02T08:05:38.266,600.0,HARPS,1,075.C-0140(A),HARPS.2005-04-02T08:05:38.267_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2023-07-26T01:01:49.115,IC4651No9122,261.204512,-49.94937,,,378.231..691.243,3.9,115000,SCIENCE.SPECTRUM,HARPS,2023-07-25T03:48:23.966,800.0,HARPS,1,111.2504.001,HARPS.2023-07-25T03:48:23.967_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2023-06-03T01:02:45.535,IC4651No9122,261.204628,-49.95077,,,378.265..691.295,29.3,115000,SCIENCE.SPECTRUM,HARPS,2023-06-02T03:55:42.093,999.0,HARPS,1,111.2504.001,HARPS.2023-06-02T03:55:42.094_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2023-05-05T13:21:23.931,IC4651No9122,261.204806,-49.95239,,,378.282..691.321,17.5,115000,SCIENCE.SPECTRUM,HARPS,2023-05-04T06:29:26.253,1000.0,HARPS,1,111.2504.001,HARPS.2023-05-04T06:29:26.253_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-10-02T10:01:28.947,IC4651No9025,261.20483,-49.95818,,,378.190..691.349,22.0,115000,SCIENCE.SPECTRUM,HARPS,2005-03-20T09:01:00.770,599.98,HARPS,1,075.C-0140(A),HARPS.2005-03-20T09:01:00.770_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-02T10:01:28.107,IC4651No9122,261.20567,-49.94904,,,378.166..691.303,19.1,115000,SCIENCE.SPECTRUM,HARPS,2005-05-31T04:25:37.953,600.0,HARPS,1,075.C-0140(A),HARPS.2005-05-31T04:25:37.954_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2024-06-25T01:01:04.751,IC4651No9122,261.205715,-49.94775,,,378.307..691.270,12.9,115000,SCIENCE.SPECTRUM,HARPS,2024-06-24T06:59:07.616,800.0,HARPS,1,113.26KW.001,HARPS.2024-06-24T06:59:07.618_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-10-07T08:34:34.463,IC4651No9025,261.205762,-49.9596,,,378.192..691.349,31.1,115000,SCIENCE.SPECTRUM,HARPS,2014-03-18T09:01:07.646,1200.0,HARPS,1,092.C-0282(A),HARPS.2014-03-18T09:01:07.648_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-07T08:35:13.607,IC4651No9025,261.205889,-49.95944,,,378.191..691.349,34.9,115000,SCIENCE.SPECTRUM,HARPS,2014-03-19T08:54:47.156,1199.99,HARPS,1,092.C-0282(A),HARPS.2014-03-19T08:54:47.157_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2023-05-04T15:16:14.163,IC4651No9122,261.205896,-49.95275,,,378.290..691.337,25.6,115000,SCIENCE.SPECTRUM,HARPS,2023-04-07T09:36:04.510,800.0,HARPS,1,111.2504.001,HARPS.2023-04-07T09:36:04.511_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2018-10-09T01:19:43.873,IC4651No9122,261.205996,-49.9495,,,378.149..691.224,21.4,115000,SCIENCE.SPECTRUM,HARPS,2018-10-07T23:47:16.146,900.0,HARPS,1,0102.C-0812(A),HARPS.2018-10-07T23:47:16.145_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-10-02T10:02:58.517,IC4651No9122,261.20614,-49.94928,,,378.191..691.345,26.8,115000,SCIENCE.SPECTRUM,HARPS,2005-04-02T08:17:21.226,600.0,HARPS,1,075.C-0140(A),HARPS.2005-04-02T08:17:21.226_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-02T10:01:21.320,IC4651No9025,261.20619,-49.95684,,,378.179..691.321,26.7,115000,SCIENCE.SPECTRUM,HARPS,2005-05-10T04:20:09.776,600.0,HARPS,1,075.C-0140(A),HARPS.2005-05-10T04:20:09.777_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-02T10:02:10.257,IC4651No9122,261.20631,-49.94985,,,378.176..691.322,20.2,115000,SCIENCE.SPECTRUM,HARPS,2005-05-09T05:38:11.493,599.98,HARPS,1,075.C-0140(A),HARPS.2005-05-09T05:38:11.493_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-07T08:34:57.477,IC4651No9025,261.206315,-49.95964,,,378.195..691.349,30.1,115000,SCIENCE.SPECTRUM,HARPS,2014-03-17T08:38:06.013,1200.0,HARPS,1,092.C-0282(A),HARPS.2014-03-17T08:38:06.012_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-06T10:05:08.760,IC4651No9025,261.206324,-49.95876,,,378.132..691.235,20.1,115000,SCIENCE.SPECTRUM,HARPS,2013-08-13T23:39:52.173,676.97,HARPS,1,091.C-0438(A),HARPS.2013-08-13T23:39:52.174_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-02T10:00:27.603,IC4651No9025,261.20633,-49.9576,,,378.177..691.322,23.8,115000,SCIENCE.SPECTRUM,HARPS,2005-05-09T05:27:14.216,599.98,HARPS,1,075.C-0140(A),HARPS.2005-05-09T05:27:14.218_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2020-03-23T01:02:03.368,IC4651No9122,261.206335,-49.94993,,,378.214..691.342,27.0,115000,SCIENCE.SPECTRUM,HARPS,2020-03-22T08:56:19.660,900.0,HARPS,1,0104.C-0358(A),HARPS.2020-03-22T08:56:19.661_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2017-09-18T01:02:47.209,IC4651No9122,261.206469,-49.9495,,,378.151..691.220,22.6,115000,SCIENCE.SPECTRUM,HARPS,2017-09-17T01:32:58.603,900.0,HARPS,1,099.C-0304(A),HARPS.2017-09-17T01:32:58.603_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-10-06T10:06:05.493,IC4651No9025,261.206568,-49.95822,,,378.130..691.227,31.6,115000,SCIENCE.SPECTRUM,HARPS,2013-09-03T00:02:06.553,800.0,HARPS,1,091.C-0438(A),HARPS.2013-09-03T00:02:06.554_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-17T11:21:01.837,IC4651No9025,261.20667,-49.95824,,,378.185..691.342,24.4,115000,SCIENCE.SPECTRUM,HARPS,2007-04-10T08:02:27.760,593.89,HARPS,1,079.C-0329(A),HARPS.2007-04-10T08:02:27.760_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-02T10:01:42.903,IC4651No9122,261.20718,-49.94959,,,378.194..691.349,21.7,115000,SCIENCE.SPECTRUM,HARPS,2005-03-20T09:12:28.926,599.98,HARPS,1,075.C-0140(A),HARPS.2005-03-20T09:12:28.928_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-06T10:03:50.550,IC4651No9122,261.207409,-49.94998,,,378.132..691.233,24.4,115000,SCIENCE.SPECTRUM,HARPS,2013-08-17T02:53:38.966,900.0,HARPS,1,091.C-0438(A),HARPS.2013-08-17T02:53:38.966_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2020-02-06T01:16:27.153,IC4651No9122,261.207428,-49.95073,,,378.208..691.331,15.9,115000,SCIENCE.SPECTRUM,HARPS,2020-02-05T08:50:43.916,900.0,HARPS,1,0104.C-0358(A),HARPS.2020-02-05T08:50:43.918_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-09-17T11:19:47.623,IC4651No9025,261.20743,-49.95766,,,378.160..691.297,13.1,115000,SCIENCE.SPECTRUM,HARPS,2007-06-05T05:15:57.290,600.0,HARPS,1,079.C-0329(A),HARPS.2007-06-05T05:15:57.289_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2018-05-20T01:01:59.073,IC4651No9122,261.207461,-49.95083,,,378.200..691.309,28.8,115000,SCIENCE.SPECTRUM,HARPS,2018-05-19T04:18:12.553,900.0,HARPS,1,0101.C-0274(A),HARPS.2018-05-19T04:18:12.552_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-09-23T11:03:51.923,IC4651No9025,261.2078,-49.95797,,,378.155..691.293,17.9,115000,SCIENCE.SPECTRUM,HARPS,2009-06-08T04:36:13.383,600.0,HARPS,1,083.C-0413(A),HARPS.2009-06-08T04:36:13.382_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2021-03-09T01:10:23.925,IC4651No9122,261.207896,-49.95042,,,378.231..691.343,26.7,115000,SCIENCE.SPECTRUM,HARPS,2021-03-08T09:09:50.726,900.0,HARPS,1,106.21DH.001,HARPS.2021-03-08T09:09:50.727_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-09-17T11:21:44.213,IC4651No9025,261.20794,-49.95694,,,378.126..691.238,21.4,115000,SCIENCE.SPECTRUM,HARPS,2007-08-08T03:09:34.116,593.9,HARPS,1,079.C-0329(A),HARPS.2007-08-08T03:09:34.118_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-16T11:03:55.250,IC4651No9025,261.208,-49.95711,,,378.132..691.244,10.5,115000,SCIENCE.SPECTRUM,HARPS,2006-07-31T02:32:01.776,900.0,HARPS,1,076.C-0429(A),HARPS.2006-07-31T02:32:01.778_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2024-05-28T01:02:32.083,IC4651No9122,261.20802,-49.94735,,,378.324..691.300,19.0,115000,SCIENCE.SPECTRUM,HARPS,2024-05-26T07:44:35.746,999.0,HARPS,1,113.26KW.001,HARPS.2024-05-26T07:44:35.747_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2018-04-10T14:59:42.547,IC4651No9122,261.208026,-49.95015,,,378.215..691.338,23.4,115000,SCIENCE.SPECTRUM,HARPS,2018-04-09T05:19:18.186,900.0,HARPS,1,0101.C-0274(A),HARPS.2018-04-09T05:19:18.186_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-09-17T11:20:07.373,IC4651No9122,261.20803,-49.94787,,,378.172..691.324,12.3,115000,SCIENCE.SPECTRUM,HARPS,2007-05-06T09:14:26.956,899.99,HARPS,1,079.C-0329(A),HARPS.2007-05-06T09:14:26.957_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-16T11:03:58.840,IC4651No9025,261.20805,-49.9569,,,378.121..691.226,12.7,115000,SCIENCE.SPECTRUM,HARPS,2006-09-05T00:50:08.866,347.8,HARPS,1,076.C-0429(A),HARPS.2006-09-05T00:50:08.865_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-10-02T10:01:25.993,IC4651No9122,261.2081,-49.94878,,,378.181..691.321,25.3,115000,SCIENCE.SPECTRUM,HARPS,2005-05-10T04:34:42.473,600.0,HARPS,1,075.C-0140(A),HARPS.2005-05-10T04:34:42.474_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-18T12:10:22.527,IC4651No9025,261.20817,-49.95679,,,378.192..691.346,23.8,115000,SCIENCE.SPECTRUM,HARPS,2008-03-29T08:50:18.900,500.0,HARPS,1,080.C-0071(A),HARPS.2008-03-29T08:50:18.901_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2024-06-28T01:04:25.865,IC4651No9122,261.208229,-49.94855,,,378.304..691.267,13.7,115000,SCIENCE.SPECTRUM,HARPS,2024-06-27T07:17:51.470,800.0,HARPS,1,113.26KW.001,HARPS.2024-06-27T07:17:51.470_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-09-23T11:01:11.770,IC4651No9025,261.20825,-49.95762,,,378.175..691.331,27.1,115000,SCIENCE.SPECTRUM,HARPS,2009-04-28T06:41:21.056,600.0,HARPS,1,083.C-0413(A),HARPS.2009-04-28T06:41:21.058_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-24T09:43:05.443,E60,261.20827,-49.95895,,,378.182..691.379,3.2,80000,SCIENCE.SPECTRUM,HARPS,2010-03-15T08:57:46.800,17.21,HARPS,1,084.C-0228(C),HARPS.2010-03-15T08:57:46.799_s1d_A_DRS_EGGS_3.5_ESOSDP.fits,
ADP.2014-09-17T11:23:33.477,IC4651No9025,261.20846,-49.95662,,,378.123..691.228,18.4,115000,SCIENCE.SPECTRUM,HARPS,2007-08-30T01:06:22.953,392.0,HARPS,1,079.C-0329(A),HARPS.2007-08-30T01:06:22.954_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-24T09:43:54.023,E60,261.20847,-49.95885,,,378.183..691.379,31.1,80000,SCIENCE.SPECTRUM,HARPS,2010-03-15T08:44:42.703,620.0,HARPS,1,084.C-0228(C),HARPS.2010-03-15T08:44:42.704_s1d_A_DRS_EGGS_3.5_ESOSDP.fits,
ADP.2014-09-18T12:11:53.957,IC4651No9025,261.20848,-49.95568,,,378.158..691.301,15.0,115000,SCIENCE.SPECTRUM,HARPS,2008-05-31T08:01:32.466,900.0,HARPS,1,081.C-0119(A),HARPS.2008-05-31T08:01:32.466_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2014-09-17T11:24:23.793,IC4651No9025,261.20856,-49.9574,,,378.171..691.321,24.3,115000,SCIENCE.SPECTRUM,HARPS,2007-05-10T08:38:05.736,550.0,HARPS,1,079.C-0329(A),HARPS.2007-05-10T08:38:05.738_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2019-10-11T01:18:58.996,IC4651No9122,261.20862,-49.94935,,,378.147..691.225,32.0,115000,SCIENCE.SPECTRUM,HARPS,2019-10-10T00:03:42.100,900.0,HARPS,1,0104.C-0358(A),HARPS.2019-10-10T00:03:42.099_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-10-07T08:34:53.817,IC4651No9122,261.208677,-49.95079,,,378.191..691.349,34.6,115000,SCIENCE.SPECTRUM,HARPS,2014-03-19T08:33:09.583,1199.99,HARPS,1,092.C-0282(A),HARPS.2014-03-19T08:33:09.584_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2024-03-07T01:03:39.831,IC4651No9122,261.208699,-49.94839,,,378.358..691.342,23.8,115000,SCIENCE.SPECTRUM,HARPS,2024-03-06T09:07:40.640,800.0,HARPS,1,112.25P8.001,HARPS.2024-03-06T09:07:40.641_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2024-03-04T01:01:24.607,IC4651No9122,261.208704,-49.94894,,,378.345..691.341,18.6,115000,SCIENCE.SPECTRUM,HARPS,2024-03-03T09:36:14.396,800.0,HARPS,1,112.25P8.001,HARPS.2024-03-03T09:36:14.395_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2024-03-20T01:00:52.422,IC4651No9122,261.208717,-49.94849,,,378.340..691.342,22.6,115000,SCIENCE.SPECTRUM,HARPS,2024-03-19T08:20:50.740,800.0,HARPS,1,112.25P8.001,HARPS.2024-03-19T08:20:50.740_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-09-17T11:24:23.393,IC4651No9122,261.20873,-49.9501,,,378.171..691.320,13.7,115000,SCIENCE.SPECTRUM,HARPS,2007-05-12T05:21:26.676,600.0,HARPS,1,079.C-0329(A),HARPS.2007-05-12T05:21:26.675_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
ADP.2018-09-30T01:16:42.187,IC4651No9122,261.208762,-49.95129,,,378.148..691.221,22.5,115000,SCIENCE.SPECTRUM,HARPS,2018-09-29T00:52:47.816,900.0,HARPS,1,0101.C-0274(A),HARPS.2018-09-29T00:52:47.817_s1d_A_DRS_HARPS_3.8_ESOSDP.fits,
ADP.2014-10-07T08:34:11.620,IC4651No9122,261.208789,-49.95096,,,378.192..691.349,30.7,115000,SCIENCE.SPECTRUM,HARPS,2014-03-18T08:39:17.063,1200.0,HARPS,1,092.C-0282(A),HARPS.2014-03-18T08:39:17.064_s1d_A_DRS_HARPS_3.5_ESOSDP.fits,
